ADA, ADA, 51.86330, -176.65500, 0
ADAG, ADAG, 51.98019, -176.60172, 286.0
ADAT, ADAT, 37.06230, 35.35500, 150.0
ADB, ADB, 37.37000, 48.20000, 1476.0
ADC, ADC, 38.94480, -120.96800, 524.0
ADCV, ADCV, 38.80800, 42.72450, 1774.0
ADDN, ADDN, 14.35300, 43.85000, 2598.0
ADE, ADE, -34.96690, 138.70900, 655.0
ADEE, ADEE, 7.79093, 39.90680, 2485.0
ADEN, ADEN, 12.77600, 44.98300, 41.0
ADES, ADES, 13.65833, -89.35833, 1200.0
ADH, ADH, 38.65500, -27.23500, 83.0
ADH0, ADH0, 38.66330, -27.20660, 100.0
ADI, ADI, 33.07890, 35.22500, 470.0
AD-IS, AD-IS, 51.87500, -176.67917, 61.0
ADIT, ADIT, 37.87000, -122.26000, 100.0
ADJ, ADJ, 46.09520, 27.18210, 102.0
ADJB, ADJB, 36.15767, 3.43800, 1140.0
ADK, ADK, 51.88370, -176.68400, 116.0
ADKI, ADKI, 15.84460, 79.96860, 49.0
ADL, ADL, 34.55630, -117.41700, 900.0
ADM, ADM, 36.76970, -116.28500, 1033.0
ADN, ADN, 43.83330, -76.11970, 137.0
ADO, ADO, 34.55046, -117.43391, 908.0
ADOK, ADOK, 35.65206, -97.37111, 316.0
ADR, ADR, 37.16383, -121.62583, 207.0
ADRA, ADRA, 36.78933, -3.04867, 0.0
ADRI, ADRI, 45.03780, 12.01670, 1.0
ADSC, ADSC, 32.81189, -80.01669, 6.0
ADT, ADT, 37.06381, 35.35500, 150.0
ADUE, ADUE, 8.54035, 38.90190, 1750.0
ADVT, ADVT, 40.43320, 29.73830, 193.0
ADWM, ADWM, 38.43920, -120.84800, 251.0
AE-, AE-NC, 35.43361, -80.05972, 183.0
AEB, ASB, 51.36040, 179.24700, 0
AECU, AECU, -0.27050, -78.40700, 3000.0
AEKI, AEKI, 2.10167, 98.45360, 840.0
AE-NC, AE-NC, 35.43361, -80.05972, 183.0
AERF, AERF, -25.79750, -64.97160, 800.0
AEU, AEU, 52.62010, 1.23469, 15.0
AFAR, AFAR, 36.13330, -91.53120, 239.0
AFC, AFC, 37.25440, -3.54500, 1490.0
AFDM, AFDM, 38.94800, -120.97200, 549.0
AFFS, AFFS, 23.92669, 43.00050, 1090.0
AFH, AFH, 51.34390, -1.21972, 91.0
AFHM, AFHM, 39.04180, -120.79100, 1064.0
AFI, AFI, -13.90940, -171.77700, 706.0
AFIF, AFIF, 24.10100, 43.18000, 950.0
AFL, AFL, 46.53000, 12.18000, 2235.0
AFO1, AFO1, 45.62819, -74.88239, 53.0
AFO2, AFO2, 45.63081, -74.85400, 53.0
AFOK, AFOK, 16.34161, 145.67464, 418.0
AFON, AFON, 38.66490, -0.54120, 1120.0
AFR, AFR, -17.53830, -149.77800, 50.0
AFRM, AFRM, 38.79230, -121.34900, 31.0
AFRZ, AFRZ, 33.42520, 59.01500, 1450.0
AFS, AFS, 30.42000, -9.50000, 75.0
AFSR, AFSR, 39.44680, 33.07070, 1055.0
